,x,y,flux,fwhm_mean,snr,have_moon
0,674.74677,217.55174,342.8465757305941,3.8371491,77.79159100119283,0
1,395.03342,892.9368,353.0008755455349,3.93092,114.58444100269175,0
2,912.0695,324.05957,359.31661376725856,4.0849934,64.0177747422467,0
3,442.48492,396.34714,146.4890697137965,3.774992,74.6345928944424,0
4,159.63057,239.59406,153.9331234989483,4.016168,15.955807690102466,0
5,262.36694,129.61162,113.72891135171061,4.010942,59.47817338934303,0
6,294.26382,254.82462,86.2971241403166,3.7390544,5.921896380546837,0
7,454.4963,231.33757,85.86372947240856,3.7956963,32.572402044493494,0
8,94.17516,343.3341,86.04789512961423,3.9093337,39.764389136464615,0
9,454.03403,566.5139,87.46459153616908,4.0831385,10.103297547902907,0
10,370.97043,172.34251,63.716943859200256,3.7701373,112.64969157723314,0
11,427.0918,659.8715,49.33076863554879,3.6874812,72.78717151556339,0
12,1006.99677,486.45798,53.097846009121895,4.2193174,89.46380406518365,0
13,166.55913,572.5028,48.465324231128285,3.938584,47.94906002290448,0
14,757.5995,104.512695,49.0262113532338,4.12041,47.5146474677233,0
15,725.47687,699.4512,43.21409118724436,3.8720436,12.144717117469488,0
16,172.41545,481.83527,38.90507310831048,3.7550144,14.315182253169604,0
17,493.22235,488.07742,40.60925062067213,4.932156,0.8827440831302925,0
18,622.158,650.57184,37.57614794935562,3.8128433,49.60530284486364,0
19,398.4838,297.9033,34.04797692240061,3.7383785,54.02560847442034,0
20,88.66792,725.6602,38.40332270034378,4.2802935,23.95777439780583,0
21,248.65553,403.3724,31.46457326610326,4.0899186,11.051497224090804,0
22,432.86597,453.0442,56.40961099903932,6.118928,9.6333740742146,0
23,577.9205,127.891266,24.854310862698597,3.745241,29.22894934258115,0
24,740.4534,283.60925,24.18086152610002,3.837467,28.9595213836474,0
25,741.656,356.47293,23.71693919690878,3.8173018,35.71371722843629,0
26,662.576,524.7561,25.395609933894022,4.070446,41.74291878080958,0
27,668.4918,732.86804,23.29408054084162,3.8855557,42.452377068990586,0
28,184.24039,378.23453,21.72638481250059,3.7199283,36.549031008783686,0
29,630.9843,373.43726,21.791492594173917,3.8292851,17.17690467545033,0
30,562.4222,252.99574,22.447713612996804,3.9485912,51.179976386926356,0
31,609.9202,665.7947,22.023652182279296,3.89997,18.04944617072283,0
32,541.43536,257.70844,20.459989513739227,3.782295,29.220741593668965,0
33,843.12,494.31146,22.19630430549184,4.0828085,4.704811433466953,0
34,417.64984,618.47,23.38141370747168,4.197341,21.982977315551235,0
35,497.2784,152.16048,17.378907768473812,3.7139301,38.109964382840985,0
36,691.0835,269.8169,16.437281857667355,3.7466092,26.62993605748157,0
37,680.38477,756.62585,19.219203842703884,4.1096525,23.547105474385138,0
38,520.5499,781.25806,17.225623930102728,3.8441849,19.77491339250909,0
39,183.38547,223.33345,16.61789671005156,3.7953176,8.71350654626633,0
40,603.1799,457.30182,40.3688396248421,6.532472,5.734009764040291,0
41,219.7839,774.1912,15.447607331249387,3.7533112,8.717648333718467,0
42,511.57718,124.67949,15.877890091388768,3.8095813,20.931927865301407,0
43,452.53842,878.2757,16.902750666893354,3.982925,34.12867149879368,0
44,660.1681,86.471115,16.038528026577808,3.9066176,4.767549293375467,0
45,562.63214,650.5483,19.814506408123204,4.424676,19.010778275525077,0
46,281.63843,429.6943,15.039942620171148,3.7447157,16.22969287618657,0
47,385.63007,581.57166,16.940527502038652,4.1506934,18.915373115581616,0
48,591.26117,757.72284,14.636703147096306,3.8022823,38.44860114164284,0
49,651.25995,334.21442,14.124377885217335,3.7484407,30.77648244066534,0
50,702.22943,91.83127,21.359992152923933,4.790537,17.590724582085954,0
51,790.0539,524.37134,13.232181491199594,3.7855191,10.52812912982029,0
52,481.15567,384.44943,16.298555553250715,4.401633,4.206736491919462,0
53,635.21747,660.415,14.390556055687096,4.0667534,36.71166558209329,0
54,232.565,460.2543,11.273081419972115,3.5975142,5.610491154041149,0
55,455.54657,310.41992,12.292148125005022,3.8624687,24.44483171403685,0
56,527.31177,186.68028,13.692398616159348,4.216806,14.384409106855172,0
57,559.5311,481.58435,18.431610490385133,6.066783,-0.15899222736689328,0
58,208.30609,837.3746,13.034120890555116,4.1303415,1.6631433745862012,0
59,273.85303,604.9263,11.852349338483508,3.9123163,10.928882900948157,0
60,750.4194,684.72144,12.66297898708456,4.168257,22.695884928455534,0
61,516.2348,391.58585,25.037964046387692,6.404209,7.714478782253067,0
62,232.04329,206.29446,10.136401555049513,3.6652942,16.006770422857283,0
63,656.0219,193.16902,10.901040054881644,3.7938738,5.470569888149117,0
64,343.64087,619.71405,9.446208826211882,3.636728,21.494055598460697,0
65,712.59766,598.37634,9.498194226285898,3.7365441,21.983294786121384,0
66,826.8015,453.17288,9.508171720492262,3.717002,9.065284419680738,0
67,501.6844,389.02673,23.96718524239264,6.5867443,8.240637897023799,0
68,525.4833,86.21731,9.532799165117718,3.8126962,14.158715282428329,0
69,953.25726,394.81876,8.577436325765136,3.5986295,4.137109086154501,0
70,852.3087,777.11096,10.996345271455906,4.196396,8.612312270345397,0
71,749.51196,692.4694,9.801609052785787,4.0538464,7.632728613607359,0
72,231.11096,832.4219,8.67082081539532,3.8010933,12.74266778003092,0
73,541.8758,465.1863,8.93978667560711,5.0470757,-0.17427542225974563,0
74,139.5479,589.372,8.203452643397014,3.7664104,17.526576899016515,0
75,644.5176,443.90384,11.233678043966046,4.625822,6.050893261575099,0
76,247.3763,293.31024,7.344796128740667,3.5166636,4.2629289686180645,0
77,205.54245,223.50545,8.233390646528186,3.8750849,10.427212040999626,0
78,279.82,160.74298,16.014847247930376,5.6185875,12.496746669901167,0
79,940.58075,447.2773,10.0506576037891,4.5243587,4.806354557181123,0
80,1004.2846,380.97394,7.821752377786428,3.9756346,20.89363486762253,0
81,300.93954,324.90897,5.9823249824723295,3.3490067,6.4801194545914464,0
82,362.79623,242.48508,6.510693680904357,3.5873532,25.22422261993557,0
83,305.30746,605.1455,5.831358552993777,3.4343019,8.910023684957523,0
84,264.99146,517.4235,6.4656650959478235,3.612628,14.815794947745582,0
85,672.43445,605.4368,6.821432455383311,3.830984,15.938597326834978,0
86,225.062,496.4095,5.493937345645851,3.3104925,1.5507459005183777,0
87,204.4363,571.7006,7.554973108604375,4.000931,21.89487375358713,0
88,341.35168,409.3614,6.444953583907373,3.7534037,9.048412253676496,0
89,573.5278,889.1029,7.281462598591557,3.927443,12.140956253900804,0
90,512.79156,243.58861,6.545964369565197,3.7071893,13.649369477541454,0
91,746.2537,810.421,6.213566825888612,3.726797,10.437849799361322,0
92,467.385,293.0694,6.54912511109503,3.7887135,15.379602668916679,0
93,405.58054,596.9947,11.55038473799959,5.5341463,0.7510137836775057,0
94,613.7342,331.1936,6.3644673121713575,3.7673354,11.965882383727402,0
95,752.33496,744.1776,7.410078855581755,4.135496,0.5015910613649621,0
96,429.5374,346.22256,7.006343455344764,4.1570787,3.270351306015061,0
97,699.5899,191.54747,7.022254571261807,4.2440834,8.718378611813863,0
98,440.44193,949.409,6.498400526261092,4.040656,0.5856745449515726,0
99,329.45325,70.27305,7.499426575113515,4.2882223,4.907273495460158,0
100,399.78787,855.0089,9.893764107971453,5.1125746,9.556918543680968,0
101,563.23303,368.72418,8.271228588402142,4.8581047,3.1132798494204588,0
102,340.81058,28.388544,6.3111707097548155,3.9361625,17.46609302024474,0
103,100.673615,468.34198,6.130315255791624,3.9277487,7.567972593129217,0
104,603.53107,336.41525,5.716142003102485,3.8371868,10.498195326684929,0
105,802.50104,783.4079,5.99108140830964,4.0382686,0.4195684346668524,0
106,804.87177,165.93326,4.008419434070168,3.1428566,2.242808296555143,0
107,579.46155,401.21634,13.780710155221234,6.9293394,0.7790281508429794,0
108,970.7702,553.47015,5.7377396565772365,3.9742882,7.13760519433296,0
109,671.07007,323.45557,4.030312220797901,3.4411654,10.371626514753347,0
110,674.6189,513.8526,5.538496456374342,4.224459,12.599353640525827,0
111,429.20584,826.45636,5.325815745416276,3.972043,6.102651832329544,0
112,738.4443,917.8552,5.764218440038606,4.2568035,9.305844852657819,0
113,552.4124,168.39438,3.6931494478171873,3.3571649,6.681054242510272,0
114,677.64996,193.25351,6.893535799522045,4.930982,5.445970139922709,0
115,409.0561,723.7127,4.312097908587088,3.7832355,15.94274847791554,0
116,391.81802,387.24213,6.361674490499113,4.740617,1.6732163463486067,0
117,678.13745,798.58264,3.9049140179751785,3.5622907,1.0240544190517957,0
118,651.3022,670.7382,4.069777098386346,3.6660793,16.728806667723557,0
119,54.952553,451.48837,3.945273253130029,3.5394046,4.90215787633237,0
120,420.92767,398.60657,10.867003300830394,6.4937725,2.333939818053905,0
121,646.06366,690.30225,3.964958314758845,3.674112,6.271785959200857,0
122,626.2336,704.37756,3.9482541631331944,3.6891065,5.0666449776483775,0
123,52.393486,516.4077,3.6922636520958836,3.5220714,2.99426339699926,0
124,419.6304,821.92145,4.02961062392703,3.6632068,4.8886987528261185,0
125,260.2902,481.15195,3.5997230749109366,3.4595397,5.854611838922729,0
126,377.66293,210.794,3.64344592645699,3.4126272,3.4556678118183113,0
127,848.4364,701.4359,4.0439560692985905,3.7799616,4.044383625952088,0
128,100.436386,455.00024,3.550897983109807,3.467054,6.24555285620688,0
129,610.1074,653.2768,7.283360498523833,5.0448895,2.6714014947494715,0
130,371.8857,269.2668,3.086413534058672,3.3241024,2.814140479880065,0
131,805.35175,749.6785,3.9621445353409603,3.779895,7.296957142386447,0
132,570.3259,915.691,3.9407858211934292,3.7096663,5.5937889155974565,0
133,570.36444,802.4217,3.663076823421947,3.6138597,4.782176909630384,0
134,549.57697,859.121,3.9641520828541057,3.7110786,2.4793020461350412,0
135,938.64264,552.72437,4.129862397313099,3.8284478,5.541993491865632,0
136,631.05707,806.0096,3.659317171953863,3.5795603,9.082284977589365,0
137,847.1145,188.33145,3.186372063651404,3.3614862,8.302327628465111,0
138,162.24384,624.6392,3.064215450055766,3.3634686,1.4202047573558094,0
139,440.74756,322.48932,3.6143675374031603,3.7326021,8.728791229119766,0
140,197.93459,370.73734,3.3274615644283116,3.37461,3.162311398829719,0
141,286.42563,555.1727,3.5162743174386777,3.586108,12.38174983834583,0
142,788.48615,417.05997,3.6151411828667164,3.680594,8.51277904976877,0
143,317.41614,334.1085,2.9253660073661125,3.3819022,3.5136819425309573,0
144,747.50073,471.2948,3.183319705952451,3.4806447,2.3204935152901123,0
145,697.06116,579.50977,3.914513085922675,3.9355352,4.945378776936258,0
146,325.63278,200.9653,2.628827367478741,3.1183162,6.253873477267162,0
147,512.56323,746.28906,3.6045273974026952,3.7713635,11.652735328361281,0
148,677.2377,367.29825,3.382827730341407,3.6061018,6.536064695817924,0
149,694.38873,814.15155,2.4326804760908796,3.1824765,4.361025746368533,0
150,335.04996,36.30278,3.408665320421543,3.771234,9.48979539524567,0
151,764.1067,539.1237,3.1315104324772047,3.5443158,3.274577554285878,0
152,621.1057,689.6326,3.6300673875288987,4.028519,5.408555300613216,0
153,221.48325,619.19696,2.946641618700302,3.4508376,12.992229550110107,0
154,517.22015,318.60275,3.080968060042011,3.7351518,5.371095112443983,0
155,95.15587,633.5166,2.939651794896361,3.57506,2.9446897083147165,0
156,727.6249,175.26468,3.1307097075154204,3.6105914,0.2830967822929236,0
157,194.56956,883.26666,3.7936867823676823,4.025608,9.728932003363253,0
158,664.9361,178.25218,3.1978800335930266,3.704675,1.5139018274594442,0
159,850.12695,385.14978,2.6821034456040853,3.336932,6.329569865930142,0
160,475.75912,677.33057,3.579421094064083,4.028763,0.9849720430207444,0
161,395.02933,614.604,5.669030106806934,5.415991,3.3196769115683726,0
162,669.2125,619.14764,2.5572614127279247,3.315126,6.828557197092066,0
163,359.88913,294.1103,2.362318345174336,3.1824589,4.286059458723248,0
164,739.40314,957.9066,8.733332074356007,6.705242,5.717566352589664,0
165,787.14124,637.9758,2.246168687237991,3.0612526,9.314707446091406,0
166,419.37,373.74118,5.042223236817164,5.144861,5.18016894110118,0
167,476.8135,700.455,3.307392031247253,4.11157,2.9538579738910316,0
168,780.1485,494.60205,3.0266877596882886,3.676791,3.1851521116157233,0
169,332.2779,252.2517,2.302314628651907,3.2056482,8.648453839274334,0
170,133.39291,796.73224,2.5327386932276785,3.4190154,1.9523178924204292,0
171,252.91904,924.3783,3.384498191064074,3.9750466,9.742489993946169,0
172,141.02626,277.96106,2.1804554519662904,3.0541615,1.5694729020111118,0
173,984.1787,446.6845,2.467840156431047,3.4947705,3.0256659315850882,0
174,112.892044,556.88635,2.4582525173663554,3.3993635,0.33356306949011655,0
175,506.47418,79.28567,2.6357305108946294,3.5968056,2.8943997098224608,0
176,350.89856,428.06064,3.3783480557746364,4.443006,1.3116631061764872,0
177,914.2585,222.24333,2.366020101914899,3.3923128,2.3048820480733077,0
178,256.6467,363.41727,2.5540742983486613,3.5587423,6.026210298868006,0
179,767.1743,672.6663,2.0275375121047285,3.0924902,5.602913665961991,0
180,684.24786,325.47165,2.439755323189559,3.4727895,2.7508724282528347,0
181,778.8097,336.71365,2.223953759016041,3.2282329,4.660545111431393,0
182,366.08167,69.66551,2.180298124326512,3.2627575,5.840042669347797,0
183,9.399302,729.0312,2.4113249600143223,3.7390823,,0
184,585.11383,302.51443,2.5200296701399925,3.5906353,4.915044107314469,0
185,395.32953,232.4062,2.0623505770563417,3.339621,3.6499474004997188,0
186,321.5475,645.22784,2.19611369411465,3.3976185,11.968995502067543,0
187,736.90936,415.21027,1.882561260674844,3.0775456,4.361555127445574,0
188,813.3594,480.76242,2.4954286046720644,3.7451425,7.429373075878598,0
189,638.6822,623.49396,2.924187380299734,4.201254,0.6545406012248185,0
190,579.3959,817.172,2.45670548221216,3.6176143,6.416837156272748,0
191,965.9616,354.077,2.2589388308508505,3.4401913,7.847022662806213,0
192,380.91104,373.6526,3.3952500886218004,4.4557734,6.918265949343406,0
193,664.6816,401.0053,2.0488450583227884,3.5041046,5.739136514950063,0
194,995.01324,387.97238,2.3138777002418873,3.6001284,3.0046436867498367,0
195,735.70056,257.01862,0.816844342371416,1.991172,0.8750537060186574,0
196,166.74591,784.29913,3.2353392485977364,4.1953945,0.6189566758918476,0
197,453.23627,266.23758,3.6513464473936565,4.713404,6.134082890113816,0
198,104.412315,817.59937,3.0454664881514866,4.351837,6.782914558239699,0
199,817.16364,791.14417,2.1485341778336977,3.6845632,3.4979838180667393,0
200,682.40753,547.4897,3.1207410462452643,4.479114,1.8505196294754673,0
201,135.96037,551.5519,1.6546840349186938,3.1650486,5.6873657941913285,0
202,271.5314,252.93396,1.5801193511370477,2.951552,2.3486215288342596,0
203,527.7698,703.2621,2.036759178074297,3.4474344,2.999020824176609,0
204,218.29137,237.41795,1.7790643020939796,3.27313,0.25922313184477486,0
205,683.91766,947.37366,2.3838802484803687,3.924409,4.996980213774028,0
206,658.51514,979.04517,1.6215691594493804,3.1638951,5.56924218075142,0
207,152.76694,395.90955,1.4236253152971794,2.8684993,6.750533980395225,0
208,574.8134,328.69922,2.5931579470917283,4.1519947,2.8483880376325494,0
209,865.86957,323.55475,3.9281242801437206,5.1420026,0.29404728018920473,0
210,313.39886,879.8075,2.442612553881412,4.2113285,3.78759534194721,0
211,190.49118,629.8611,1.3331784258723045,2.8082757,1.2742008650484502,0
212,146.18103,363.03644,1.5097021050273807,3.0019479,1.2317551940626241,0
213,302.08182,476.25662,2.1077092953174774,4.064011,5.103774977230368,0
214,458.34006,209.1975,2.103140566626121,3.7348866,5.916565202286888,0
215,382.69565,414.91367,4.4643153059317555,6.7077417,2.7014842585756713,0
216,663.8832,451.28738,3.5326074884179306,5.6259766,2.3580562029992653,0
217,331.60852,310.08963,1.8316075399653098,3.4453354,2.536037499063781,0
218,251.09085,596.9516,1.510174595977766,3.0154104,2.9429547367775304,0
219,700.9862,990.3195,1.4089251271272216,3.0749133,,0
220,499.1202,354.95087,5.337502501647636,6.9701843,1.2427516586133478,0
221,220.2132,546.8469,1.4838142126269125,3.0543382,4.82376306753487,0
222,385.85406,139.14868,1.1537695831409849,2.7936194,1.304423742692216,0
223,555.64703,303.15305,1.7554193878013389,3.4547844,6.39358821212754,0
224,209.82411,137.57065,1.281749006066898,2.9534354,5.391919699580617,0
225,784.96936,221.2855,1.2883190525299089,3.0016315,0.15832357689642898,0
226,509.91302,887.87335,1.495613453735637,3.0040555,6.2740509810227625,0
227,1015.1989,470.2063,2.6440334938181054,4.4885945,5.702926715244924,0
228,431.51273,375.96454,4.600382127756237,7.1416597,0.948917964580556,0
229,192.21805,781.0604,1.403077438974605,3.152551,3.5132591710055006,0
230,358.0116,251.38051,1.2140959020320878,3.056333,2.2640913932310474,0
231,584.6442,216.98436,1.0227729937956738,2.678662,4.353980855541435,0
232,228.09293,894.10095,1.986242417414678,3.6362638,1.6019720750895055,0
233,306.03568,575.8841,1.945719435464179,3.7123024,9.387810043493868,0
234,573.865,900.8025,0.9262334057907697,2.610572,0.9580004571638949,0
235,790.8433,409.80368,1.3949615410271374,3.068352,2.4598910272206247,0
236,351.89487,511.0938,4.190171234799965,6.4914246,2.619061357014788,0
237,500.70374,322.5819,0.9502562434184756,2.9473486,3.2702812853612193,0
238,449.42972,641.8196,3.9958256975608473,7.0649414,-0.5159255622749378,0
239,375.09586,571.10803,2.7266683543091554,6.122803,-0.3253063112172372,0
240,588.03455,244.63936,1.3293054550064187,3.242302,1.9990408442271073,0
241,269.09213,951.1856,1.6726445191848651,3.739451,4.462962482136649,0
242,590.47845,388.05353,3.190400668994741,6.6091557,-0.6037538584197022,0
243,386.84073,595.6045,4.420934506735959,7.0742874,0.03798454921759885,0
244,315.09796,706.5069,0.8847566500452131,2.6241126,2.3577085920203302,0
245,241.03058,798.9052,0.49130885159097437,1.8623921,1.01468236488628,0
246,348.70367,490.05408,0.8597455588030258,3.7977855,0.3903612912706272,0
247,567.1843,54.093536,1.0383891576360484,3.073084,1.7466007323824195,0
248,450.2249,856.535,1.449299098996857,3.427257,1.436902529869893,0
249,415.13022,686.46356,1.8024610675281587,3.9637914,2.3063722245487304,0
250,250.31168,536.21893,1.596474714909998,3.5154946,1.9676341146017378,0
251,371.33633,559.68835,2.56188475029812,6.5345306,-0.5491125894939196,0
252,389.40002,348.5016,1.9308042731688548,4.127084,6.384651231988441,0
253,531.46564,680.0343,0.6196256842258199,2.4601634,0.27441641818063395,0
254,503.12756,335.55026,2.997695675270673,5.6031256,0.8756688078873296,0
255,133.09076,665.06006,1.340918880224441,3.1827464,2.370231219744036,0
256,343.1369,790.98706,0.9323228929337855,2.7173796,2.541326940438517,0
